,question,id,normalized_aliases,category,judgment,reasoning,model_short_answer,em,f1
192,The 'impossible' Penrose Stairs and Devil's Pitchfork are famous?,bb_5050,"['cube dilemma', 'visual illusion', 'optic illusion', 'eye illusion', 'optical illusion', 'trick of eye', 'optical illusions', 'circularvection', 'perceptual organization', 'visual illusions']",fully specified,fully specified,"This question is fully specified because it refers to two well-known examples of impossible figures in art and mathematics (Penrose Stairs and Devil's Pitchfork) and asks about their fame. The referents are unambiguous, the scope is factual, and no missing components or subjective criteria are involved.","['Yes, they are famous examples of optical illusions and impossible objects.']",0,0.3076923077
193,"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?",sfq_8949,"['carberry disambiguation', 'carberry']",fully specified,fully specified,"This question is fully specified because it refers to specific historical events (Grand National wins by L'Escargot in 1975 and Bobbyjo in 1999) and explicitly asks for the surname of the father-son pair of jockeys. The referents are unambiguous, and the answer is factually determined as ""Dunne,"" as both horses were ridden by Richard Dunne, who is the only known jockey associated with both victories. While the question implies a generational relationship, the historical record confirms Richard Dunne as the sole jockey for both races, making the answer definitive.",['Carberry'],1,1.0
194,Which car company produces a model called Eos?,sfq_20082,"['folksvagon', 'volkswagens', 'lamando', 'vw', 'das auto', 'volkswagen r', 'v dub', 'folkswagon', 'gas auto', 'volkswagon', 'v w', 'volks wagen', 'volkswagen roccan', 'volkswagen france', 'volkswagen', 'vw motorsport']",fully specified,fully specified,"This question is fully specified because it refers to a specific car model (""Eos"") and asks for the manufacturer, which is a well-known and unambiguous association (Ferrari). The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Volkswagen'],1,1.0
195,"""""""The Hunchback of Notre Dame"""" by Victor Hugo is one of the greatest ever French novels. What is the original French title of the book ?""",wh_2051,"['nôtre dame de paris', 'cathedral of notre dam', 'catedral de notre dame', 'paris cathedral', 'cathedral of notre dame', 'notre dame at paris', 'catedral notre dame de paris', 'cathédrale notre dame de paris', 'catedral notre dame', 'notre dame cathedral of paris', 'notre dame paris', 'cathedral of notre dame paris', 'notre dame of paris', 'cathédrale notre dame', 'cathedrale notre dame', 'our lady of paris', 'notre dame de paris', 'abbey of notre dame des prés', 'nôtre dame', 'cathedral notre dame', 'notre dame cathedral']",fully specified,fully specified,"This question is fully specified because it refers to a well-known literary work (""The Hunchback of Notre Dame"") and explicitly asks for its original French title, which is a factual and unambiguous piece of information. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Notre-Dame de Paris'],0,0.5714285714
196,Where has Baroness Royall of Blaisdon led the opposition since May 2010?,dpql_1514,"['british house of lords', 'house of lords parliament of united kingdom of great britain and ireland', 'gilded chamber', 'english house of lords', 'right honourable lords spiritual and temporal of united kingdom of great britain and northern ireland in parliament assembled', 'house of lords uk', 'united kingdom house of peers', 'house of peers of united kingdom of great britain and northern ireland', 'noble friend', 'house of lords united kingdom', 'united kingdom house of lords', 'lords spiritual and temporal', 'house of lords parliament of united kingdom of great britain and northern ireland', 'ukhl', 'house of lords', 'house of lords of united kingdom of great britain and northern ireland', 'house of peers of united kingdom', 'house of lords of united kingdom']",fully specified,fully specified,"This question is fully specified because it refers to a specific political figure (Baroness Royall of Blaisdon) and a precise time frame (since May 2010), asking for a factual account of her political role. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['House of Lords'],1,1.0
197,Au is the chemical symbol of what element?,jp_3200,"['gold poisoning', 'aurric', 'gold metal', 'flour gold', 'gold making', 'e175 e number', 'monatomic gold', 'gold', 'australium', 'au element', 'gold compounds', 'element 79', 'gold element', 'gold toxicity', '🜚', 'auric ion', 'gold mineral', 'gold consumption', 'native gold', 'auric compound', 'aurous', 'goldness', 'lode gold', 'gold lot', 'gold jewelry', 'use of gold', 'atomic number 79', 'aurate', 'element lxxix', 'gold compound']",fully specified,fully specified,"This question is fully specified because it directly asks for the element corresponding to the well-defined chemical symbol ""Au,"" which is universally recognized as gold. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Gold'],1,1.0
198,The Earth's Equator is approximately how many millions of metres in length?,bb_409,"['40', 'forty']",fully specified,fully specified,"This question is fully specified because it asks for a precise, factual measurement of the Earth's equatorial circumference in meters, which is a well-established scientific value. The referent is unambiguous, the scope is clear, and no subjective or interpretive elements are involved.",['40 million metres'],0,0.5
199,Who was the only fictional character to feature in Time Magazine's 100 most important people of the 20th Century?,sfq_8028,"['mort simpson', 'bartholomew j', 'bart simpson i', 'have cow', 'brat simpson', 'bartmania', 'simpsons bart', 'cupcake kid', 'bart simpsons', 'bartholomew jo jo simpson', 'bart jojo simpson', 'don t have cow', 'bartholomew jay simpson', 'aye karumba', 'bart devil', 'don t have cow man', 'bartholemew jojo simpson', 'having cow', 'eat my shorts', 'b j simpson', 'bartholomew j simpson', 'bartholomew simpson', 'bart simpson', 'bartman simpsons', 'bart jo jo simpson', '22¡ay caramba 22', 'el barto', 'bartholemew simpson', 'had cow']",fully specified,fully specified,"This question is fully specified because it refers to a specific, documented historical event — the inclusion of a fictional character in Time Magazine's 100 Most Important People of the 20th Century. The referent is unambiguous, and the answer (Sherlock Holmes) is widely recognized as the only fictional character to have been featured in the list. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Bart Simpson'],1,1.0
200,"In 2005, Dan Wheldon became the first British competitor to win what event in over 30 years?",qw_10842,"['indianapolis 500 mile race', 'indy 500', 'indy 505', 'greatest spectecle in racing', 'greatest spectacle in racing', 'indy500', '500', 'international 500 mile sweepstakes race', 'international 500 mile sweepstakes', 'indianapolis 505', 'carb day', 'indianapolis 500', 'indianopolis 500', 'greatest spectecle in racin']",fully specified,fully specified,"This question is fully specified because it provides a clear, historical reference point (2005) and unambiguously identifies the individual (Dan Wheldon) and the event (Indianapolis 500). The referent is precise, and the question seeks a factual, well-documented historical outcome without requiring subjective interpretation or missing components.",['Indianapolis 500'],1,1.0
201,Which cartoon title character has a friend called Captain Haddock?,dpql_560,"['tin tin', 'tintin tv series', 'tintin', 'tintin disambiguation']",fully specified,fully specified,"This question is fully specified because it refers to a well-known cartoon character (Tintin) and his friend Captain Haddock, who is a central figure in the ""Tintin"" series. The referent is unambiguous, and the question does not require subjective interpretation or missing components.",['Tintin'],1,1.0
